establishment_id,establishment_number,EstNumber_0,EstNumber_1,EstNumber_2,EstNumber_3,establishment_name,duns_number,street,city,state,zip,phone,grant_date,activities,dbas,district,circuit,size,latitude,longitude,county,fips_code,Establishment Number,Modified Line Speed Flag,load_date,modified_line_speed_flag,est_status,LatestMPIActiveDate,standardized_name,company_name,grant_date_key,inspection_system_npis,inspection_system_npis_waiver,inspection_system_nsis,slaughter,processing,meat_slaughter,poultry_slaughter,young_chicken_slaughter,young_turkey_slaughter,meat_processing,poultry_processing,egg_processing,processing_volume_category,slaughter_volume_category,listeria_alternative,young_chicken_carcasses_category,young_turkey_carcasses_category,comminuted_chicken_category,comminuted_turkey_category,chicken_parts_category,category_start_date,category_end_date
6164121,I83+V83,I83,V83,,,B.Y. International Inc.,,710 Epperson Drive ,City of Industry,CA,91748,(909) 262-6713,2020-05-12,Certification - Export; Identification - Meat; Identification - Poultry; Imported Product,,05,0506,N / A,34.002064002679,-117.897843019058,Los Angeles County,06037,,N,2026-08-24,N,Active,,B.Y. International Inc.,B.Y. International Inc.,20200512,,,,,,,,,,,,,,,,,,,,,,
6164518,I85,I85,,,,"Global Trading Enterprises LLC, DBA Rastelli Global",,504 Sharptown Road ,Swedesboro,NJ,08085,(856) 803-1100,2019-02-27,Imported Product,Rastelli Global,80,8013,Small,39.769173012939,-75.365398011806,Gloucester County,34015,,N,2026-08-24,N,Active,,"Global Trading Enterprises LLC, DBA Rastelli Global",Rastelli Global,20190227,,,,,,,,,,,,,,,,,,,,,,
6166785,I869+V869,I869,V869,,,RSF Inc. DBA FreezPak Logistics,,3995 W 108th Street ,Hialeah,FL,33018,(973) 523-1899,2023-06-28,Certification - Export; Food Inspection; Identification - Meat; Identification - Poultry; Imported Product,FreezPak Logistics,85,8530,Small,25.920547287677,-80.363904805157,Miami-Dade County,12086,,N,2026-08-24,N,Active,,RSF Inc. DBA FreezPak Logistics,FreezPak Logistics,20230628,,,,,,,,,,,,,,,,,,,,,,
6164584,I87,I87,,,,Carson Guam Corporation,,"5164-2-R1 B21 Bldg 100, 102, 104 Guerrero Street",Tamuning,GU,96931,(671) 646-0881,2020-07-17,Imported Product,,05,0545,N / A,13.501861785046,144.809063383762,,66010,,N,2026-08-24,N,Active,,Carson Guam Corporation,Carson Guam Corporation,20200717,,,,,,,,,,,,,,,,,,,,,,
6164633,I88,I88,,,,New XO Market/Wholesale,,"Gualo Rai, Middle Road ",Saipan,MP,96950,(670) 235-9168,2020-02-06,Imported Product,,05,0545,,15.18490778,145.7187947,Saipan,69110,,N,2026-08-24,N,Active,,New XO Market/Wholesale,New XO Market/Wholesale,20200206,,,,,,,,,,,,,,,,,,,,,,
6164655,I89,I89,,,,"Lineage Logistics PFS, LLC",,5459 Doolittle Road ,Jacksonville,FL,32254,(904) 477-9320,2020-04-28,Imported Product,,85,8523,Small,30.329516991195,-81.740582958674,Duval County,12031,,N,2026-08-24,N,Active,,"Lineage Logistics PFS, LLC","Lineage Logistics PFS, LLC",20200428,,,,,,,,,,,,,,,,,,,,,,
123601,I90,I90,,,,Vertical Cold Storage LLC,118129721,Vertical Cold Storage LLC 4360 S. Haggerty Rd,Canton,MI,48188,(734) 397-9880,2020-10-19,Imported Product,,50,5008,N / A,42.275191784033,-83.448580886912,Wayne County,26163,,N,2026-08-24,N,Active,,Vertical Cold Storage LLC,Vertical Cold Storage LLC,20201019,,,,,,,,,,,,,,,,,,,,,,
6164749,I91,I91,,,,Pacific Grocers,778903351,196 Juan C. Fejeran ,Barrigada,GU,96913,(671) 649-6978,2019-07-23,Imported Product,,05,0545,N / A,13.492402591389,144.824183254543,,66010,,N,2026-08-24,N,Active,,Pacific Grocers,Pacific Grocers,20190723,,,,,,,,,,,,,,,,,,,,,,
6167332,I914,I914,,,,"Sea Win, Inc.",,1115 John Reed Court ,City of Industry,CA,91745,(626) 627-0723,2024-07-15,Imported Product,,05,0506,Small,34.003941004166,-117.939710038686,Los Angeles County,06037,,N,2026-08-24,N,Active,,"Sea Win, Inc.","Sea Win, Inc.",20240715,,,,,,,,,,,,,,,,,,,,,,
6164753,I93,I93,,,,"Lineage Logistics PFS, LLC",,3990 W.108th Street ,Hialeah,FL,33018,(786) 510-1022,2020-12-22,Imported Product,,85,8530,Very Small,25.91875497993,-80.364640997893,Miami-Dade County,12086,,N,2026-08-24,N,Active,,"Lineage Logistics PFS, LLC","Lineage Logistics PFS, LLC",20201222,,,,,,,,,,,,,,,,,,,,,,
6164881,I95,I95,,,,Royal Foods Distribution,,2026 Martin Avenue ,Santa Clara,CA,95050,,2022-01-13,Imported Product,,05,0519,N / A,37.365386009852,-121.960298019443,Santa Clara County,06085,,N,2026-08-24,N,Active,,Royal Foods Distribution,Royal Foods Distribution,20220113,,,,,,,,,,,,,,,,,,,,,,
6167513,I963+V963,I963,V963,,,RSF Inc. dba FreezPak Logistics,,7101 S Leamington Ave. ,Bedford Park,IL,60638,(973) 523-1899,2023-12-15,Certification - Export; Identification - Meat; Identification - Poultry; Imported Product,FreezPak Logistics,50,5006,Small,41.764523889268,-87.750061599386,Cook County,17031,,N,2026-08-24,N,Active,,RSF Inc. dba FreezPak Logistics,FreezPak Logistics,20231215,,,,,,,,,,,,,,,,,,,,,,
6165083,I97,I97,,,,Cold Terminal of Laredo LLC,,602 Union Pacific Blvd. ,Laredo,TX,78045,(956) 413-6400,2021-04-20,Imported Product,,40,4031,N / A,27.618067999193,-99.481088984516,Webb County,48479,,N,2026-08-24,N,Active,,Cold Terminal of Laredo LLC,Cold Terminal of Laredo LLC,20210420,,,,,,,,,,,,,,,,,,,,,,
6165158,I99,I99,,,,"Americold Logistics, LLC",,1951 Old River Road ,Bloomingdale,GA,31302,(404) 216-0576,2021-03-31,Imported Product,,85,8509,Small,32.127919389606,-81.385527716471,Effingham County,13103,,N,2026-08-24,N,Active,,"Americold Logistics, LLC","Americold Logistics, LLC",20210331,,,,,,,,,,,,,,,,,,,,,,
2766,M1+P1370,M1,P1370,,,Vienna Beef Ltd.,025518887,1000 West Pershing Road ,Chicago,IL,60609,(312) 278-7800,2019-02-26,Meat Processing; Poultry Processing,Bistro Soups and Chili; David Berg; Minaret; Red Hot Chicago; Vienna; Vienna Beef; Vienna Beef Chili Company; Vienna Beef Ltd.; Vienna Sausage Manufacturing; Vienna Sausage Manufacturing Co.,50,5003,Small,41.824086011305,-87.651566959755,Cook County,17031,,N,2026-08-24,N,Active,,Vienna Beef Ltd.,Bistro Soups and Chili,20190226,,,,,Yes,,,,,Yes,Yes,,4,,Alternative 3,,,,,,,
4119,M10+P7212+V10,M10,P7212,V10,,Buckhead Meat & Seafood of Houston.,,10310 Greens Crossing Blvd. ,Houston,TX,77038,(281) 405-3200,2021-07-13,Certification - Export; Meat Processing; Poultry Processing,Buckhead Meat; Buckhead Meat of Houston; Freedman Foods; Freeman Foodservice,40,4026,Small,29.916705996691,-95.418006011945,Harris County,48201,,N,2026-08-24,N,Active,,Buckhead Meat & Seafood of Houston,Buckhead Meat,20210713,,,,,Yes,,,,,Yes,Yes,,5,,,,,,,3,2025-06-29,2026-06-27
7110,M10001+P10001,M10001,P10001,,,"Koegel Meats, Inc.",,3400 West Bristol Road ,Flint,MI,48507,(810) 238-3685,2021-08-17,Meat Processing; Poultry Processing,,50,5010,Small,42.973978981829,-83.747454995172,Genesee County,26049,,N,2026-08-24,N,Active,,"Koegel Meats, Inc.","Koegel Meats, Inc.",20210817,,,,,Yes,,,,,Yes,Yes,,5,,Alternative 2 Choice 2,,,,,,,
7111,M10002+P10002+V10002,M10002,P10002,V10002,,Dearborn Sausage Company Inc,,2471 Wyoming  Avenue ,Dearborn,MI,48120,(313) 842-2375,2021-10-15,Meat Processing; Poultry Processing; Voluntary Processing - Meat,Dearborn Brand,50,5008,Small,42.303940963816,-83.147459551809,Wayne County,26163,,N,2026-08-24,N,Active,,Dearborn Sausage Company Inc,Dearborn Brand,20211015,,,,,Yes,,,,,Yes,,,5,,Alternative 2 Choice 2,,,,,,,
1908,M1001,M1001,,,,Evans Food Group,026674649,2240 6th Street ,Portsmouth,OH,45662,(614) 796-4891,2021-10-07,Meat Processing,,50,5027,Small,38.733798004097,-82.971236027298,Scioto County,39145,,N,2026-08-24,N,Active,,Evans Food Group,Evans Food Group,20211007,,,,,Yes,,,,,Yes,,,4,,Alternative 2 Choice 2,,,,,,,
7117,M10017+P10017,M10017,P10017,,,Bert Hazekamp & Son Inc.,,3933 South Brooks Road ,Muskegon,MI,49444,(231) 773-6425,2021-08-11,Meat Processing; Poultry Processing,Hazekamp Meats; Hazekamp Wholesale Meats,50,5009,Small,43.180158000058,-86.14910796571,Muskegon County,26121,,N,2026-08-24,N,Active,,Bert Hazekamp & Son,Hazekamp Meats,20210811,,,,,Yes,,,,,Yes,Yes,,5,,,,,3,NA,NA,2025-06-29,2026-06-27
6166876,M1002,M1002,,,,Borracho Products LLC,,713 Talbot Ave ,Canutillo,TX,79835,(915) 877-3602,2026-02-19,Meat Processing,Borracho Jerky,40,4022,Very Small,31.908619018229,-106.594191960336,El Paso County,48141,,N,2026-08-24,N,Active,,Borracho Products LLC,Borracho Jerky,20260219,,,,,Yes,,,,,Yes,,,3,,Alternative 2 Choice 2,,,,,,,
7119,M10026+P10026,M10026,P10026,,,Hillsdale County Meats,,11560  Territorial Rd. ,Waldron,MI,49288,(517) 286-6270,2021-08-11,Meat Processing; Meat Slaughter; Poultry Processing,,50,5034,Very Small,41.706226981108,-84.42634003443,Hillsdale County,26059,,N,2026-08-24,N,Active,,Hillsdale County Meats,Hillsdale County Meats,20210811,,,,Yes,Yes,Yes,,,,Yes,Yes,,3,1,Alternative 3,,,,,,,
7121,M10031+P10031,M10031,P10031,,,Ada Valley Gourmet Foods,,6210 E. Fulton ,Ada,MI,49301,(616) 676-0767,2021-08-11,Meat Processing; Poultry Processing,Classic Foods,50,5009,Small,42.961676988267,-85.514941972455,Kent County,26081,,N,2026-08-24,N,Active,,Ada Valley Gourmet Foods,Classic Foods,20210811,,,,,Yes,,,,,Yes,Yes,,4,,,,,,,,,
7124,M10036,M10036,,,,Fillmore Beef Co.,,5812 142nd Avenue ,Holland,MI,49423,(616) 396-6693,1998-12-30,,,50,5009,Very Small,42.72493902,-86.11653597,Allegan County,26005,,N,2026-08-24,N,Inactive,2024-06-20,Fillmore Beef Co.,Fillmore Beef Co.,19981230,,,,,,,,,,,,,,,,,,,,,,
7125,M10038+P10038+V10038,M10038,P10038,V10038,,Scotts Hook & Cleaver Inc.,,8713 South 38th Street ,Scotts,MI,49088,(269) 626-8891,2021-08-11,Meat Processing; Meat Slaughter; Poultry Processing; Poultry Slaughter; Voluntary Processing - Meat; Voluntary Slaughter - Meat; Voluntary Slaughter - Poultry; Voluntary Slaughter - Rabbit,Pease Packing Corporation,50,5034,Small,42.192051015884,-85.393069016465,Kalamazoo County,26077,,N,2026-08-24,N,Active,,Scotts Hook & Cleaver Inc.,Pease Packing Corporation,20210811,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,3,3,,,,,,NA,2025-06-29,2026-06-27
14039,M1004+P1004,M1004,P1004,,,"Smart Food Systems, LLC",,Carr. #2 KM. 94.5 Bo. Yeguada,Camuy,PR,00627,,2021-10-13,Meat Processing; Poultry Processing,Artisan Kitchen; Fitted Nutrition; Lean-n-Fit; Nutri Sana; Power Foods by Fitted Nutrition; Productos Don Yummy; Virginia,85,8540,Very Small,18.468277337818,-66.882703103535,Camuy,72027,,N,2026-08-24,N,Active,,"Smart Food Systems, LLC",Artisan Kitchen,20211013,,,,,Yes,,,,,Yes,Yes,,3,,,,,,,,,
7126,M10040,M10040,,,,Milton Chili Co.,,511 East Whitcomb Ave ,Madison Heights,MI,48071,(313) 585-0300,2021-11-08,Meat Processing,,50,5034,Very Small,42.527692007147,-83.103399026721,Oakland County,26125,,N,2026-08-24,N,Active,,Milton Chili Co.,Milton Chili Co.,20211108,,,,,Yes,,,,,Yes,,,4,,,,,,,,,
7128,M10047+P10047+V10047,M10047,P10047,V10047,,Rainbow Packing Inc.,,3532A 18th Road ,Escanaba,MI,49829,,2021-08-11,Meat Processing; Meat Slaughter; Poultry Processing; Voluntary Processing - Meat; Voluntary Slaughter - Meat; Voluntary Slaughter - Rabbit,,50,5010,Very Small,45.797527002076,-87.19125102609,Delta County,26041,,N,2026-08-24,N,Active,,Rainbow Packing Inc.,Rainbow Packing Inc.,20210811,,,,Yes,Yes,Yes,,,,Yes,Yes,,4,1,Alternative 3,,,,,,,
7130,M10053+P10053,M10053,P10053,,,Michigan State University Dept of Animal Science,,"Anthony Hall 474 S. Shaw Lane, Room 1358",East Lansing,MI,48824,(517) 355-8452,2014-09-09,Meat Processing; Meat Slaughter; Poultry Processing; Poultry Slaughter,MSU Meat lab,50,5034,Very Small,42.725196781508,-84.479027838826,Ingham County,26065,,N,2026-08-24,N,Active,,Michigan State University Dept of Animal Science,MSU Meat lab,20140909,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,3,1,Alternative 2 Choice 2,,,,,,,
5150,M1006+P17080,M1006,P17080,,,Spar Sausage Company,,688 Williams St. ,San Leandro,CA,94577,(510) 614-8100,2021-09-03,Meat Processing; Poultry Processing,,05,0511,Small,37.718331985044,-122.15901500646,Alameda County,06001,,N,2026-08-24,N,Active,,Spar Sausage Company,Spar Sausage Company,20210903,,,,,Yes,,,,,Yes,Yes,,3,,Alternative 3,,,,,,,
7133,M10061+V10061,M10061,V10061,,,Weltin Meat Packing Inc.,,8678 Fifth Street ,Minden City,MI,48456,(989) 864-8888,2021-08-26,Meat Processing; Meat Slaughter; Voluntary Processing - Meat; Voluntary Processing - Poultry; Voluntary Processing - Rabbit; Voluntary Slaughter - Meat; Voluntary Slaughter - Poultry; Voluntary Slaughter - Rabbit,,50,5010,Small,43.676803993842,-82.769231993132,Sanilac County,26151,,N,2026-08-24,N,Active,,Weltin Meat Packing Inc.,Weltin Meat Packing Inc.,20210826,,,,Yes,,Yes,,,,,,,,1,,,,,,,,
7134,M10062,M10062,,,,Northside Noodle Co,,609 Vulcan Street ,Iron Mountain,MI,49801,(906) 396-7521,2020-11-05,Meat Processing,,50,5010,Very Small,45.829335582496,-88.057445411251,Dickinson County,26043,,N,2026-08-24,N,Active,,Northside Noodle Co,Northside Noodle Co,20201105,,,,,Yes,,,,,Yes,,,2,,,,,,,,,
6166838,M1007,M1007,,,,"Cherokee Nation Meat Processing, LLC",,18919 N 466 Road ,Tahlequah,OK,74464,(918) 384-7879,2023-05-24,Meat Processing; Meat Slaughter,,40,40OK,Small,35.917358308607,-95.055782212861,Cherokee County,40021,,N,2026-08-24,N,Active,,"Cherokee Nation Meat Processing, LLC","Cherokee Nation Meat Processing, LLC",20230524,,,,Yes,Yes,Yes,,,,Yes,,,3,1,,,,,,,,
7136,M10072+P10072,M10072,P10072,,,"Kowalski Companies, Inc.",,2270 Holbrook Avenue ,Hamtramck,MI,48212,(313) 873-8200,2021-11-16,Meat Processing; Poultry Processing,Kowalski Company Inc; Kowalski Sausage Company Inc; Marquis Meats; Simply Sides,50,5008,Small,42.391856979761,-83.058926995405,Wayne County,26163,,N,2026-08-24,N,Active,,"Kowalski Companies, Inc.",Kowalski Company Inc,20211116,,,,,Yes,,,,,Yes,,,4,,Alternative 3,,,,,,,
4158,M1009A+P17328A,M1009A,P17328A,,,Michael Angelo's Gourmet Foods Inc.,,200 Michael Angelo Way ,Austin,TX,78728,(512) 218-3500,2021-05-21,Meat Processing; Poultry Processing,,40,4033,Small,30.471645989675,-97.676955991274,Travis County,48453,,N,2026-08-24,N,Active,,Michael Angelo's Gourmet Foods Inc.,Michael Angelo's Gourmet Foods Inc.,20210521,,,,,Yes,,,,,Yes,Yes,,5,,,,,,,,,
4799,M101+P1539,M101,P1539,,,Hickory Baked Ham Company Inc.,,3221 N. Commerce Ct. ,Castle Rock,CO,80104,(303) 688-2633,2021-10-14,Meat Processing; Poultry Processing,Bushwacker Meats; Hickory Baked Foods; High Valley Farm; One-O-One Meats,15,1511,Very Small,39.409338,-104.870809,Douglas County,08035,,N,2026-08-24,N,Active,,Hickory Baked Ham Company Inc.,Bushwacker Meats,20211014,,,,,Yes,,,,,Yes,Yes,,3,,Alternative 3,,,,,,,
7147,M10100+P10100,M10100,P10100,,,"Albie's Food Products, LLC",187364500,1534 O'Rourke Blvd ,Gaylord,MI,49735,(989) 732-2800,2021-08-11,Meat Processing; Poultry Processing,C.A. Curtze - Grand Duchess; Claire's Gourmet; Grand Prairie Foods; Kristi's Gourmet Favorites; Mickeys Brand - Mickeys; National Food Group; Vollwerth - Copper Harbor,50,5010,Small,45.01067600912,-84.692867037232,Otsego County,26137,,N,2026-08-24,N,Active,,"Albie's Food Products, LLC",C.A. Curtze - Grand Duchess,20210811,,,,,Yes,,,,,Yes,Yes,,4,,Alternative 3,,,,,,,
7148,M10102,M10102,,,,"A. Gemmen & Sons, Inc.",,11404 68th Avenue ,Allendale,MI,49401,(616) 895-4333,2014-12-24,Meat Processing,,50,5009,Very Small,42.976099016599,-85.953657993094,Ottawa County,26139,,N,2026-08-24,N,Active,,"A. Gemmen & Sons, Inc.","A. Gemmen & Sons, Inc.",20141224,,,,,Yes,,,,,Yes,,,3,,,,,,,,,
7149,M10103,M10103,,,,Berghorst Farms,,2255 South Baldwin Avenue ,Fremont,MI,49412,(231) 924-0911,2021-10-15,Meat Processing,,50,5009,Very Small,43.51287999354,-85.881128965822,Newaygo County,26123,,N,2026-08-24,N,Active,,Berghorst Farms,Berghorst Farms,20211015,,,,,Yes,,,,,Yes,,,3,,,,,,,,,
7150,M10105+P10105,M10105,P10105,,,"Smith Meat Packing, Inc.",,2043 International Way ,Port Huron,MI,48060,(810) 990-8418,2022-03-25,Meat Processing; Poultry Processing,,50,5010,Small,42.967770003233,-82.466714020104,St. Clair County,26147,,N,2026-08-24,N,Active,,"Smith Meat Packing, Inc.","Smith Meat Packing, Inc.",20220325,,,,,Yes,,,,,Yes,Yes,,4,,,,,,,,,
126855,M10105A+P10105A,M10105A,P10105A,,,"Smith Meat Packing, Inc.",,1420 Thomas Street ,Port Huron,MI,48060,(810) 985-5900,2021-10-04,Meat Processing; Poultry Processing,,50,5010,Small,42.990552016064,-82.434998993964,St. Clair County,26147,,N,2026-08-24,N,Active,,"Smith Meat Packing, Inc.","Smith Meat Packing, Inc.",20211004,,,,,Yes,,,,,Yes,,,4,,,,,,,,,
7154,M10113,M10113,,,,El Acapulco Tamales LLC,,2855 East Burt Road ,Burt,MI,48417,(989) 770-4309,2021-08-17,Meat Processing,,50,5010,Very Small,43.235641002299,-83.897042965469,Saginaw County,26145,,N,2026-08-24,N,Active,,El Acapulco Tamales LLC,El Acapulco Tamales LLC,20210817,,,,,Yes,,,,,Yes,,,3,,Alternative 3,,,,,,,
7155,M10114+P10114+V10114,M10114,P10114,V10114,,"C. Roy, Inc.",,444 Roy Drive ,Yale,MI,48097,(810) 387-3975,2021-08-17,Meat Processing; Meat Slaughter; Poultry Processing; Voluntary Processing - Meat; Voluntary Slaughter - Meat,,50,5010,Very Small,43.122413015516,-82.788671973529,St. Clair County,26147,,N,2026-08-24,N,Active,,"C. Roy, Inc.","C. Roy, Inc.",20210817,,,,Yes,Yes,Yes,,,,Yes,,,3,1,,,,,,,,
7156,M10116+P10116,M10116,P10116,,,Mello Meats Inc.,,6255 Center Dr. ,Sterling Height,MI,48312,(248) 289-1409,2024-07-23,Meat Processing; Poultry Processing,Kubisch Sausage Co.,50,5008,Small,42.56077801928,-83.045645031634,Macomb County,26099,,N,2026-08-24,N,Active,,Mello Meats Inc.,Kubisch Sausage Co.,20240723,,,,,Yes,,,,,Yes,,,3,,Alternative 3,,,,,,,
7158,M10125+P10125,M10125,P10125,,,"Perdue Premium Meat Company, Inc.",,20643 Stephens Street ,St Clair Shores,MI,48080,(586) 771-9880,2005-09-30,,Alexander & Hornung; Brookside Foods; Butcher Boy Meats; Coleman Natural Foods; Niman Ranch; Panorama Meats,50,5008,Small,42.47352899,-82.90803203,Macomb County,26099,,N,2026-08-24,N,Inactive,2023-12-29,"Perdue Premium Meat Company, Inc.",Alexander & Hornung,20050930,,,,,,,,,,,,,,,,,,,,,,
2083,M10130+P10130,M10130,P10130,,,"Kenosha Beef International, Ltd.",,1821 Dividend Dr. ,Columbus,OH,43228,(614) 771-1330,2022-03-25,Meat Processing; Poultry Processing,Birchwood Foods,50,5027,Small,39.991084989156,-83.122382025757,Franklin County,39049,,N,2026-08-24,N,Active,,"Kenosha Beef International, Ltd.",Birchwood Foods,20220325,,,,,Yes,,,,,Yes,,,5,,,,,,,,,
6168755,M10130A+P10130A,M10130A,P10130A,,,"Kenosha Beef International, Ltd.",095027207,1911 Dividend Drive ,Columbus,OH,43228,(614) 771-1330,2025-10-30,Meat Processing; Poultry Processing,,50,5027,Small,39.993608780202,-83.121501506828,Franklin County,39049,,N,2026-08-24,N,Active,,"Kenosha Beef International, Ltd.","Kenosha Beef International, Ltd.",20251030,,,,,Yes,,,,,Yes,,,5,,,,,,,,,
7161,M10136,M10136,,,,KLP Specialty Food,,8618 Fenkell ,Detroit,MI,48238,(313) 345-6565,2009-07-08,Meat Processing,Empire Packing Co.,50,5008,Very Small,42.402726003156,-83.155802014822,Wayne County,26163,,N,2026-08-24,N,Active,,KLP Specialty Food,Empire Packing Co.,20090708,,,,,Yes,,,,,Yes,,,3,,,,,,,,,
7162,M10139+P10139,M10139,P10139,,,"T. Wigley, Inc.",,1537 Hale Street ,Detroit,MI,48207,(313) 831-6881,2021-08-12,Meat Processing,Wigleys,50,5008,Small,42.353272983969,-83.042056990341,Wayne County,26163,,N,2026-08-24,N,Active,,"T. Wigley, Inc.",Wigleys,20210812,,,,,Yes,,,,,Yes,,,4,,,,,,,,,
2513,M1014+P513,M1014,P513,,,Carl Buddig and Co,,50 W Taft Drive ,South Holland,IL,60473,(708) 339-7300,2011-11-10,Meat Processing; Poultry Processing,"CBC, Inc",50,5013,Large,41.594791003314,-87.619085995303,Cook County,17031,,N,2026-08-24,N,Active,,Carl Buddig and Co,"CBC, Inc",20111110,,,,,Yes,,,,,Yes,Yes,,5,,Alternative 3,,,,,,,
7164,M10147+P10147+V10147,M10147,P10147,V10147,,Countryside Quality Meats LLC,,1184 Adolph Road ,Union City,MI,49094,(517) 741-4275,2021-10-14,Meat Processing; Meat Slaughter; Poultry Processing; Voluntary Processing - Meat; Voluntary Slaughter - Meat,,50,5034,Very Small,42.055395986911,-85.129483977859,Branch County,26023,,N,2026-08-24,N,Active,,Countryside Quality Meats LLC,Countryside Quality Meats LLC,20211014,,,,Yes,Yes,Yes,,,,Yes,Yes,,4,1,,,,,,,,
2515,M1014B+P513B,M1014B,P513B,,,Carl Buddig & Company,,16615 S. Vincennes ,South Holland,IL,60473,(708) 798-0900,2012-01-23,Meat Processing; Poultry Processing,"CBC, Inc",50,5013,Small,41.592909014594,-87.623160019341,Cook County,17031,,N,2026-08-24,N,Active,,Carl Buddig & Company,"CBC, Inc",20120123,,,,,Yes,,,,,Yes,Yes,,5,,Alternative 2 Choice 2,,,,,,,
6413,M1015+P1015+V1015,M1015,P1015,V1015,,"Empire Kosher Poultry, Inc.",,247 Empire Drive ,Mifflintown,PA,17059,(717) 436-5921,2021-10-28,Certification - Export; Meat Processing; Poultry Processing; Poultry Slaughter,Alie; Alle; BluCut; Empire Kosher; Galil; Grossman'a Kosher; Kosher Valley; Trafe Poultry,60,6005,Large,40.560395000763,-77.397516005392,Juniata County,42067,,N,2026-08-24,N,Active,,Empire Kosher Poultry,Alie,20211028,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,5,5,Alternative 3,1,1,,1,1,2025-06-29,2026-06-27
7168,M10158+P10158,M10158,P10158,,,Winter Sausage Manufacturing Company Inc.,,22011 Gratiot ,Eastpointe,MI,48021,(586) 777-9080,2021-08-11,Meat Processing; Poultry Processing,,50,5008,Small,42.459742486024,-82.961543314402,Macomb County,26099,,N,2026-08-24,N,Active,,Winter Sausage Manufacturing Company Inc.,Winter Sausage Manufacturing Company Inc.,20210811,,,,,Yes,,,,,Yes,Yes,,4,,Alternative 2 Choice 2,,,,,,,
7169,M10165+P10165,M10165,P10165,,,Louie's Meats,,2040 Cass Road ,Traverse City,MI,49684,(616) 946-4811,2021-09-22,Meat Processing; Poultry Processing,Louie's Meat's,50,5010,Small,44.716110785825,-85.624476599332,Grand Traverse County,26055,,N,2026-08-24,N,Active,,Louie's Meats,Louie's Meat's,20210922,,,,,Yes,,,,,Yes,Yes,,3,,Alternative 3,,,,,,,
7173,M10176+P10176,M10176,P10176,,,"Jones Butchering and Meat Processing, LLC",,7965 Potters Road ,Saranac,MI,48881,(616) 642-9212,2021-08-12,Meat Processing; Meat Slaughter; Poultry Processing,Jones Farm Market; Jones Farm Meats,50,5009,Small,42.979471014337,-85.232577028327,Ionia County,26067,,N,2026-08-24,N,Active,,"Jones Butchering and Meat Processing, LLC",Jones Farm Market,20210812,,,,Yes,Yes,Yes,,,,Yes,,,4,2,,,,,,,,
7179,M10195+P10195,M10195,P10195,,,Bernthal Packing Inc.,,9378 Junction Road ,Frankenmuth,MI,48734,(989) 652-2648,2022-03-30,Meat Processing; Meat Slaughter; Poultry Processing,,50,5010,Very Small,43.3352910184,-83.771365966541,Saginaw County,26145,,N,2026-08-24,N,Active,,Bernthal Packing Inc.,Bernthal Packing Inc.,20220330,,,,Yes,,Yes,,,,,,,,1,,,,,,,,
7180,M10198,M10198,,,,"Dave's Sausage Factory, Inc.",,10550 W. Vernor ,Dearborn,MI,48120,(313) 841-7626,2021-10-25,Meat Processing,,50,5008,Small,42.303327988974,-83.147857982268,Wayne County,26163,,N,2026-08-24,N,Active,,"Dave's Sausage Factory, Inc.","Dave's Sausage Factory, Inc.",20211025,,,,,Yes,,,,,Yes,,,4,,,,,,,,,
7182,M10203+P10203,M10203,P10203,,,"A&R PackingCo., Inc.",,34165 Autry ,Livonia,MI,48150,(734) 422-2060,1994-12-01,Meat Processing; Poultry Processing,A & R Packing LLC,50,5008,Small,42.380227943247,-83.381311964293,Wayne County,26163,,N,2026-08-24,N,Active,,"A&R PackingCo., Inc.",A & R Packing LLC,19941201,,,,,Yes,,,,,Yes,Yes,,5,,,,,,,,,
7185,M10215+P10215,M10215,P10215,,,"Abbott's Meat, Inc.",,3623 Blackington Avenue ,Flint,MI,48532,(000) 000-0000,1981-10-03,,,50,5010,Small,43.00355101,-83.734398,Genesee County,26049,,N,2026-08-24,N,Inactive,2026-02-13,"Abbott's Meat, Inc.","Abbott's Meat, Inc.",19811003,,,,,,,,,,,,,,,,,,,,,,
7188,M10219+P10219,M10219,P10219,,,"E.W. Grobbel Sons, Inc.",016886152,2500 Orleans St. P.O. Box 07580,Detroit,MI,48207,(313) 567-8000,1994-04-11,Meat Processing; Poultry Processing,Adelaide Farm Foods; EW Grobbel; United Meat & Deli,50,5008,Small,42.347238013683,-83.036860964744,Wayne County,26163,,N,2026-08-24,N,Active,,"E.W. Grobbel Sons, Inc.",Adelaide Farm Foods,19940411,,,,,Yes,,,,,Yes,Yes,,5,,Alternative 3,,,,,,,
7190,M10226,M10226,,,,DeVries Meats,,17685 80th Avenue ,Coopersville,MI,49404,(616) 837-6061,2022-01-27,Meat Processing; Meat Slaughter,UTICA PACKING,50,5009,Small,43.091299013743,-85.987694974052,Ottawa County,26139,,N,2026-08-24,N,Active,,DeVries Meats,UTICA PACKING,20220127,,,,Yes,Yes,Yes,,,,Yes,,,4,3,,,,,,,,
